Feature ID	Taxon	Confidence
196918	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	0.9274904054735315
197179	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.8279301703014755
197233	d__Bacteria;p__Firmicutes	0.7725046400071491
197517	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.8927781409206317
197539	d__Bacteria	0.9889468984930906
197624	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.8758856403186529
197783	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9968522877819812
197988	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.7426076105828441
198096	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.9796559572120526
198133	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	0.9671246296710694
1986406	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.7604671944165066
198893	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Peptoniphilus;s__	0.8006849056265106
199403	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__	0.7445438632824595
2006996	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfatitalea;s__	0.8546124636226101
202238	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__	0.8872131978690653
